<http://line.me/en/>;rel="original"
,<http://web.archive.org/web/20141227085031/http://line.me/en/>;rel="memento"; datetime="Sat, 27 Dec 2014 08:50:31 GMT"
,<http://web.archive.org/web/20141227152914/http://line.me/en>;rel="memento"; datetime="Sat, 27 Dec 2014 15:29:14 GMT"
,<http://web.archive.org/web/20141227152916/http://line.me/en/>;rel="memento"; datetime="Sat, 27 Dec 2014 15:29:16 GMT"
,<http://web.archive.org/web/20141227185256/http://line.me/en>;rel="memento"; datetime="Sat, 27 Dec 2014 18:52:56 GMT"
,<http://web.archive.org/web/20141227185300/http://line.me/en/>;rel="memento"; datetime="Sat, 27 Dec 2014 18:53:00 GMT"
,<http://web.archive.org/web/20141227200347/http://line.me/en>;rel="memento"; datetime="Sat, 27 Dec 2014 20:03:47 GMT"
,<http://web.archive.org/web/20141227200348/http://line.me/en/>;rel="memento"; datetime="Sat, 27 Dec 2014 20:03:48 GMT"
,<http://web.archive.org/web/20141228062652/http://line.me/en>;rel="memento"; datetime="Sun, 28 Dec 2014 06:26:52 GMT"
,<http://web.archive.org/web/20141228062653/http://line.me/en/>;rel="memento"; datetime="Sun, 28 Dec 2014 06:26:53 GMT"
,<http://web.archive.org/web/20141228065715/http://line.me/en/>;rel="memento"; datetime="Sun, 28 Dec 2014 06:57:15 GMT"
,<http://web.archive.org/web/20141228102443/http://line.me/en>;rel="memento"; datetime="Sun, 28 Dec 2014 10:24:43 GMT"
,<http://web.archive.org/web/20141228102450/http://line.me/en/>;rel="memento"; datetime="Sun, 28 Dec 2014 10:24:50 GMT"
,<http://web.archive.org/web/20141228183853/http://line.me/en>;rel="memento"; datetime="Sun, 28 Dec 2014 18:38:53 GMT"
,<http://web.archive.org/web/20141228183855/http://line.me/en/>;rel="memento"; datetime="Sun, 28 Dec 2014 18:38:55 GMT"
,<http://web.archive.org/web/20141228225140/http://line.me/en>;rel="memento"; datetime="Sun, 28 Dec 2014 22:51:40 GMT"
,<http://web.archive.org/web/20141228225142/http://line.me/en/>;rel="memento"; datetime="Sun, 28 Dec 2014 22:51:42 GMT"
,<http://web.archive.org/web/20141229004127/http://line.me/en>;rel="memento"; datetime="Mon, 29 Dec 2014 00:41:27 GMT"
,<http://web.archive.org/web/20141229004129/http://line.me/en/>;rel="memento"; datetime="Mon, 29 Dec 2014 00:41:29 GMT"
,<http://web.archive.org/web/20141229074120/http://line.me/en>;rel="memento"; datetime="Mon, 29 Dec 2014 07:41:20 GMT"
,<http://web.archive.org/web/20141229074122/http://line.me/en/>;rel="memento"; datetime="Mon, 29 Dec 2014 07:41:22 GMT"
,<http://web.archive.org/web/20141229080229/http://line.me/en/>;rel="memento"; datetime="Mon, 29 Dec 2014 08:02:29 GMT"
,<http://web.archive.org/web/20141229122435/http://line.me/en>;rel="memento"; datetime="Mon, 29 Dec 2014 12:24:35 GMT"
,<http://web.archive.org/web/20141229122439/http://line.me/en/>;rel="memento"; datetime="Mon, 29 Dec 2014 12:24:39 GMT"
,<http://web.archive.org/web/20141229162555/http://line.me/en>;rel="memento"; datetime="Mon, 29 Dec 2014 16:25:55 GMT"
,<http://web.archive.org/web/20141229162558/http://line.me/en/>;rel="memento"; datetime="Mon, 29 Dec 2014 16:25:58 GMT"
,<http://web.archive.org/web/20141229221747/http://line.me/en>;rel="memento"; datetime="Mon, 29 Dec 2014 22:17:47 GMT"
,<http://web.archive.org/web/20141229221749/http://line.me/en/>;rel="memento"; datetime="Mon, 29 Dec 2014 22:17:49 GMT"
,<http://web.archive.org/web/20141230021133/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 02:11:33 GMT"
,<http://web.archive.org/web/20141230025440/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 02:54:40 GMT"
,<http://web.archive.org/web/20141230025442/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 02:54:42 GMT"
,<http://web.archive.org/web/20141230063341/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 06:33:41 GMT"
,<http://web.archive.org/web/20141230063344/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 06:33:44 GMT"
,<http://web.archive.org/web/20141230072824/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 07:28:24 GMT"
,<http://web.archive.org/web/20141230072826/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 07:28:26 GMT"
,<http://web.archive.org/web/20141230073305/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 07:33:05 GMT"
,<http://web.archive.org/web/20141230091845/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 09:18:45 GMT"
,<http://web.archive.org/web/20141230091846/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 09:18:46 GMT"
,<http://web.archive.org/web/20141230100456/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 10:04:56 GMT"
,<http://web.archive.org/web/20141230104513/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 10:45:13 GMT"
,<http://web.archive.org/web/20141230104516/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 10:45:16 GMT"
,<http://web.archive.org/web/20141230112054/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 11:20:54 GMT"
,<http://web.archive.org/web/20141230112056/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 11:20:56 GMT"
,<http://web.archive.org/web/20141230112335/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 11:23:35 GMT"
,<http://web.archive.org/web/20141230112341/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 11:23:41 GMT"
,<http://web.archive.org/web/20141230120620/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 12:06:20 GMT"
,<http://web.archive.org/web/20141230125436/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 12:54:36 GMT"
,<http://web.archive.org/web/20141230125441/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 12:54:41 GMT"
,<http://web.archive.org/web/20141230141739/http://line.me/en>;rel="memento"; datetime="Tue, 30 Dec 2014 14:17:39 GMT"
,<http://web.archive.org/web/20141230141743/http://line.me/en/>;rel="memento"; datetime="Tue, 30 Dec 2014 14:17:43 GMT"
,<http://web.archive.org/web/20141231014545/http://line.me/en>;rel="memento"; datetime="Wed, 31 Dec 2014 01:45:45 GMT"
,<http://web.archive.org/web/20141231014546/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 01:45:46 GMT"
,<http://web.archive.org/web/20141231025429/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 02:54:29 GMT"
,<http://web.archive.org/web/20141231031412/http://line.me/en>;rel="memento"; datetime="Wed, 31 Dec 2014 03:14:12 GMT"
,<http://web.archive.org/web/20141231031414/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 03:14:14 GMT"
,<http://web.archive.org/web/20141231053343/http://line.me/en>;rel="memento"; datetime="Wed, 31 Dec 2014 05:33:43 GMT"
,<http://web.archive.org/web/20141231053345/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 05:33:45 GMT"
,<http://web.archive.org/web/20141231161319/http://line.me/en>;rel="memento"; datetime="Wed, 31 Dec 2014 16:13:19 GMT"
,<http://web.archive.org/web/20141231161321/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 16:13:21 GMT"
,<http://web.archive.org/web/20141231172252/http://line.me/en>;rel="memento"; datetime="Wed, 31 Dec 2014 17:22:52 GMT"
,<http://web.archive.org/web/20141231172254/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 17:22:54 GMT"
,<http://web.archive.org/web/20141231202546/http://line.me/en>;rel="memento"; datetime="Wed, 31 Dec 2014 20:25:46 GMT"
,<http://web.archive.org/web/20141231202557/http://line.me/en/>;rel="memento"; datetime="Wed, 31 Dec 2014 20:25:57 GMT"
,<http://web.archive.org/web/20150101060441/http://line.me/en>;rel="memento"; datetime="Thu, 01 Jan 2015 06:04:41 GMT"
,<http://web.archive.org/web/20150101060443/http://line.me/en/>;rel="memento"; datetime="Thu, 01 Jan 2015 06:04:43 GMT"
,<http://web.archive.org/web/20150101080303/http://line.me/en/>;rel="memento"; datetime="Thu, 01 Jan 2015 08:03:03 GMT"
,<http://web.archive.org/web/20150101083430/http://line.me/en>;rel="memento"; datetime="Thu, 01 Jan 2015 08:34:30 GMT"
,<http://web.archive.org/web/20150101083432/http://line.me/en/>;rel="memento"; datetime="Thu, 01 Jan 2015 08:34:32 GMT"
,<http://web.archive.org/web/20150101182401/http://line.me/en>;rel="memento"; datetime="Thu, 01 Jan 2015 18:24:01 GMT"
,<http://web.archive.org/web/20150101182403/http://line.me/en/>;rel="memento"; datetime="Thu, 01 Jan 2015 18:24:03 GMT"
,<http://web.archive.org/web/20150101234004/http://line.me/en/>;rel="memento"; datetime="Thu, 01 Jan 2015 23:40:04 GMT"
,<http://web.archive.org/web/20150102001107/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 00:11:07 GMT"
,<http://web.archive.org/web/20150102001109/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 00:11:09 GMT"
,<http://web.archive.org/web/20150102100416/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 10:04:16 GMT"
,<http://web.archive.org/web/20150102100418/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 10:04:18 GMT"
,<http://web.archive.org/web/20150102102812/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 10:28:12 GMT"
,<http://web.archive.org/web/20150102102814/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 10:28:14 GMT"
,<http://web.archive.org/web/20150102121227/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 12:12:27 GMT"
,<http://web.archive.org/web/20150102121229/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 12:12:29 GMT"
,<http://web.archive.org/web/20150102121845/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 12:18:45 GMT"
,<http://web.archive.org/web/20150102121846/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 12:18:46 GMT"
,<http://web.archive.org/web/20150102175325/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 17:53:25 GMT"
,<http://web.archive.org/web/20150102175327/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 17:53:27 GMT"
,<http://web.archive.org/web/20150102195239/http://line.me/en>;rel="memento"; datetime="Fri, 02 Jan 2015 19:52:39 GMT"
,<http://web.archive.org/web/20150102195240/http://line.me/en/>;rel="memento"; datetime="Fri, 02 Jan 2015 19:52:40 GMT"
,<http://web.archive.org/web/20150103033233/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 03:32:33 GMT"
,<http://web.archive.org/web/20150103033239/http://line.me/en>;rel="memento"; datetime="Sat, 03 Jan 2015 03:32:39 GMT"
,<http://web.archive.org/web/20150103054823/http://line.me/en>;rel="memento"; datetime="Sat, 03 Jan 2015 05:48:23 GMT"
,<http://web.archive.org/web/20150103054826/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 05:48:26 GMT"
,<http://web.archive.org/web/20150103074702/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 07:47:02 GMT"
,<http://web.archive.org/web/20150103075243/http://line.me/en>;rel="memento"; datetime="Sat, 03 Jan 2015 07:52:43 GMT"
,<http://web.archive.org/web/20150103075244/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 07:52:44 GMT"
,<http://web.archive.org/web/20150103134306/http://line.me/en>;rel="memento"; datetime="Sat, 03 Jan 2015 13:43:06 GMT"
,<http://web.archive.org/web/20150103134307/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 13:43:07 GMT"
,<http://web.archive.org/web/20150103154740/http://line.me/en>;rel="memento"; datetime="Sat, 03 Jan 2015 15:47:40 GMT"
,<http://web.archive.org/web/20150103154742/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 15:47:42 GMT"
,<http://web.archive.org/web/20150103212422/http://line.me/en>;rel="memento"; datetime="Sat, 03 Jan 2015 21:24:22 GMT"
,<http://web.archive.org/web/20150103212424/http://line.me/en/>;rel="memento"; datetime="Sat, 03 Jan 2015 21:24:24 GMT"
,<http://web.archive.org/web/20150104084910/http://line.me/en>;rel="memento"; datetime="Sun, 04 Jan 2015 08:49:10 GMT"
,<http://web.archive.org/web/20150104084916/http://line.me/en/>;rel="memento"; datetime="Sun, 04 Jan 2015 08:49:16 GMT"
,<http://web.archive.org/web/20150104113000/http://line.me/en/>;rel="memento"; datetime="Sun, 04 Jan 2015 11:30:00 GMT"
,<http://web.archive.org/web/20150104115051/http://line.me/en>;rel="memento"; datetime="Sun, 04 Jan 2015 11:50:51 GMT"
,<http://web.archive.org/web/20150104115053/http://line.me/en/>;rel="memento"; datetime="Sun, 04 Jan 2015 11:50:53 GMT"
,<http://web.archive.org/web/20150104172515/http://line.me/en>;rel="memento"; datetime="Sun, 04 Jan 2015 17:25:15 GMT"
,<http://web.archive.org/web/20150104172517/http://line.me/en/>;rel="memento"; datetime="Sun, 04 Jan 2015 17:25:17 GMT"
,<http://web.archive.org/web/20150104182828/http://line.me/en>;rel="memento"; datetime="Sun, 04 Jan 2015 18:28:28 GMT"
,<http://web.archive.org/web/20150104182830/http://line.me/en/>;rel="memento"; datetime="Sun, 04 Jan 2015 18:28:30 GMT"
,<http://web.archive.org/web/20150104232438/http://line.me/en>;rel="memento"; datetime="Sun, 04 Jan 2015 23:24:38 GMT"
,<http://web.archive.org/web/20150104232442/http://line.me/en/>;rel="memento"; datetime="Sun, 04 Jan 2015 23:24:42 GMT"
,<http://web.archive.org/web/20150105021314/http://line.me/en>;rel="memento"; datetime="Mon, 05 Jan 2015 02:13:14 GMT"
,<http://web.archive.org/web/20150105021316/http://line.me/en/>;rel="memento"; datetime="Mon, 05 Jan 2015 02:13:16 GMT"
,<http://web.archive.org/web/20150105034319/http://line.me/en/>;rel="memento"; datetime="Mon, 05 Jan 2015 03:43:19 GMT"
,<http://web.archive.org/web/20150106001134/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 00:11:34 GMT"
,<http://web.archive.org/web/20150106001136/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 00:11:36 GMT"
,<http://web.archive.org/web/20150106020543/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 02:05:43 GMT"
,<http://web.archive.org/web/20150106020544/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 02:05:44 GMT"
,<http://web.archive.org/web/20150106064130/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 06:41:30 GMT"
,<http://web.archive.org/web/20150106075115/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 07:51:15 GMT"
,<http://web.archive.org/web/20150106075117/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 07:51:17 GMT"
,<http://web.archive.org/web/20150106081747/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 08:17:47 GMT"
,<http://web.archive.org/web/20150106083608/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 08:36:08 GMT"
,<http://web.archive.org/web/20150106083609/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 08:36:09 GMT"
,<http://web.archive.org/web/20150106092035/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 09:20:35 GMT"
,<http://web.archive.org/web/20150106092037/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 09:20:37 GMT"
,<http://web.archive.org/web/20150106121526/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 12:15:26 GMT"
,<http://web.archive.org/web/20150106121528/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 12:15:28 GMT"
,<http://web.archive.org/web/20150106134344/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 13:43:44 GMT"
,<http://web.archive.org/web/20150106194258/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 19:42:58 GMT"
,<http://web.archive.org/web/20150106194300/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 19:43:00 GMT"
,<http://web.archive.org/web/20150106201915/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 20:19:15 GMT"
,<http://web.archive.org/web/20150106201918/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 20:19:18 GMT"
,<http://web.archive.org/web/20150106203706/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 20:37:06 GMT"
,<http://web.archive.org/web/20150106203718/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 20:37:18 GMT"
,<http://web.archive.org/web/20150106215625/http://line.me/en>;rel="memento"; datetime="Tue, 06 Jan 2015 21:56:25 GMT"
,<http://web.archive.org/web/20150106215633/http://line.me/en/>;rel="memento"; datetime="Tue, 06 Jan 2015 21:56:33 GMT"
,<http://web.archive.org/web/20150107005248/http://line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 00:52:48 GMT"
,<http://web.archive.org/web/20150107005250/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 00:52:50 GMT"
,<http://web.archive.org/web/20150107034901/http://line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 03:49:01 GMT"
,<http://web.archive.org/web/20150107034903/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 03:49:03 GMT"
,<http://web.archive.org/web/20150107061152/http://line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 06:11:52 GMT"
,<http://web.archive.org/web/20150107061153/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 06:11:53 GMT"
,<http://web.archive.org/web/20150107082444/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 08:24:44 GMT"
,<http://web.archive.org/web/20150107170028/http://line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 17:00:28 GMT"
,<http://web.archive.org/web/20150107170030/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 17:00:30 GMT"
,<http://web.archive.org/web/20150107180115/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 18:01:15 GMT"
,<http://web.archive.org/web/20150107183309/http://www.line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 18:33:09 GMT"
,<http://web.archive.org/web/20150107183312/http://line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 18:33:12 GMT"
,<http://web.archive.org/web/20150107183313/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 18:33:13 GMT"
,<http://web.archive.org/web/20150107233428/http://line.me/en>;rel="memento"; datetime="Wed, 07 Jan 2015 23:34:28 GMT"
,<http://web.archive.org/web/20150107233430/http://line.me/en/>;rel="memento"; datetime="Wed, 07 Jan 2015 23:34:30 GMT"
,<http://web.archive.org/web/20150108001856/http://line.me/en>;rel="memento"; datetime="Thu, 08 Jan 2015 00:18:56 GMT"
,<http://web.archive.org/web/20150108001900/http://line.me/en/>;rel="memento"; datetime="Thu, 08 Jan 2015 00:19:00 GMT"
,<http://web.archive.org/web/20150108034621/http://line.me/en>;rel="memento"; datetime="Thu, 08 Jan 2015 03:46:21 GMT"
,<http://web.archive.org/web/20150108034624/http://line.me/en/>;rel="memento"; datetime="Thu, 08 Jan 2015 03:46:24 GMT"
,<http://web.archive.org/web/20150108053206/http://line.me/en>;rel="memento"; datetime="Thu, 08 Jan 2015 05:32:06 GMT"
,<http://web.archive.org/web/20150108053208/http://line.me/en/>;rel="memento"; datetime="Thu, 08 Jan 2015 05:32:08 GMT"
,<http://web.archive.org/web/20150108095957/http://line.me/en/>;rel="memento"; datetime="Thu, 08 Jan 2015 09:59:57 GMT"
,<http://web.archive.org/web/20150108101422/http://line.me/en>;rel="memento"; datetime="Thu, 08 Jan 2015 10:14:22 GMT"
,<http://web.archive.org/web/20150108101423/http://line.me/en/>;rel="memento"; datetime="Thu, 08 Jan 2015 10:14:23 GMT"
,<http://web.archive.org/web/20150109005155/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 00:51:55 GMT"
,<http://web.archive.org/web/20150109005157/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 00:51:57 GMT"
,<http://web.archive.org/web/20150109024603/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 02:46:03 GMT"
,<http://web.archive.org/web/20150109024606/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 02:46:06 GMT"
,<http://web.archive.org/web/20150109091610/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 09:16:10 GMT"
,<http://web.archive.org/web/20150109091612/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 09:16:12 GMT"
,<http://web.archive.org/web/20150109120616/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 12:06:16 GMT"
,<http://web.archive.org/web/20150109120623/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 12:06:23 GMT"
,<http://web.archive.org/web/20150109122724/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 12:27:24 GMT"
,<http://web.archive.org/web/20150109135836/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 13:58:36 GMT"
,<http://web.archive.org/web/20150109135839/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 13:58:39 GMT"
,<http://web.archive.org/web/20150109144126/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 14:41:26 GMT"
,<http://web.archive.org/web/20150109144127/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 14:41:27 GMT"
,<http://web.archive.org/web/20150109153121/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 15:31:21 GMT"
,<http://web.archive.org/web/20150109153124/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 15:31:24 GMT"
,<http://web.archive.org/web/20150109191252/http://line.me/en>;rel="memento"; datetime="Fri, 09 Jan 2015 19:12:52 GMT"
,<http://web.archive.org/web/20150109191255/http://line.me/en/>;rel="memento"; datetime="Fri, 09 Jan 2015 19:12:55 GMT"
,<http://web.archive.org/web/20150110012910/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 01:29:10 GMT"
,<http://web.archive.org/web/20150110012914/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 01:29:14 GMT"
,<http://web.archive.org/web/20150110052724/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 05:27:24 GMT"
,<http://web.archive.org/web/20150110052727/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 05:27:27 GMT"
,<http://web.archive.org/web/20150110091123/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 09:11:23 GMT"
,<http://web.archive.org/web/20150110091125/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 09:11:25 GMT"
,<http://web.archive.org/web/20150110102148/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 10:21:48 GMT"
,<http://web.archive.org/web/20150110102150/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 10:21:50 GMT"
,<http://web.archive.org/web/20150110103321/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 10:33:21 GMT"
,<http://web.archive.org/web/20150110103325/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 10:33:25 GMT"
,<http://web.archive.org/web/20150110122849/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 12:28:49 GMT"
,<http://web.archive.org/web/20150110125939/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 12:59:39 GMT"
,<http://web.archive.org/web/20150110125940/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 12:59:40 GMT"
,<http://web.archive.org/web/20150110183724/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 18:37:24 GMT"
,<http://web.archive.org/web/20150110183725/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 18:37:25 GMT"
,<http://web.archive.org/web/20150110190754/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 19:07:54 GMT"
,<http://web.archive.org/web/20150110190756/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 19:07:56 GMT"
,<http://web.archive.org/web/20150110203341/http://line.me/en>;rel="memento"; datetime="Sat, 10 Jan 2015 20:33:41 GMT"
,<http://web.archive.org/web/20150110203343/http://line.me/en/>;rel="memento"; datetime="Sat, 10 Jan 2015 20:33:43 GMT"
,<http://web.archive.org/web/20150111075915/http://line.me/en>;rel="memento"; datetime="Sun, 11 Jan 2015 07:59:15 GMT"
,<http://web.archive.org/web/20150111075919/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 07:59:19 GMT"
,<http://web.archive.org/web/20150111103311/http://line.me/en>;rel="memento"; datetime="Sun, 11 Jan 2015 10:33:11 GMT"
,<http://web.archive.org/web/20150111103312/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 10:33:12 GMT"
,<http://web.archive.org/web/20150111123531/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 12:35:31 GMT"
,<http://web.archive.org/web/20150111145113/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 14:51:13 GMT"
,<http://web.archive.org/web/20150111175248/http://line.me/en>;rel="memento"; datetime="Sun, 11 Jan 2015 17:52:48 GMT"
,<http://web.archive.org/web/20150111175250/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 17:52:50 GMT"
,<http://web.archive.org/web/20150111200815/http://line.me/en>;rel="memento"; datetime="Sun, 11 Jan 2015 20:08:15 GMT"
,<http://web.archive.org/web/20150111200817/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 20:08:17 GMT"
,<http://web.archive.org/web/20150111220848/http://line.me/en>;rel="memento"; datetime="Sun, 11 Jan 2015 22:08:48 GMT"
,<http://web.archive.org/web/20150111220850/http://line.me/en/>;rel="memento"; datetime="Sun, 11 Jan 2015 22:08:50 GMT"
,<http://web.archive.org/web/20150112022505/http://line.me/en>;rel="memento"; datetime="Mon, 12 Jan 2015 02:25:05 GMT"
,<http://web.archive.org/web/20150112022507/http://line.me/en/>;rel="memento"; datetime="Mon, 12 Jan 2015 02:25:07 GMT"
,<http://web.archive.org/web/20150112031823/http://line.me/en/>;rel="memento"; datetime="Mon, 12 Jan 2015 03:18:23 GMT"
,<http://web.archive.org/web/20150112104640/http://line.me/en>;rel="memento"; datetime="Mon, 12 Jan 2015 10:46:40 GMT"
,<http://web.archive.org/web/20150112104645/http://line.me/en/>;rel="memento"; datetime="Mon, 12 Jan 2015 10:46:45 GMT"
,<http://wayback.archive-it.org/all/20150112221840/http://line.me/en>;rel="memento"; datetime="Mon, 12 Jan 2015 22:18:40 GMT"
,<http://wayback.archive-it.org/all/20150112221849/http://line.me/en/>;rel="memento"; datetime="Mon, 12 Jan 2015 22:18:49 GMT"
,<http://web.archive.org/web/20150112234417/http://line.me/en>;rel="memento"; datetime="Mon, 12 Jan 2015 23:44:17 GMT"
,<http://web.archive.org/web/20150112234418/http://line.me/en/>;rel="memento"; datetime="Mon, 12 Jan 2015 23:44:18 GMT"
,<http://web.archive.org/web/20150112234548/http://line.me/en>;rel="memento"; datetime="Mon, 12 Jan 2015 23:45:48 GMT"
